user,interface,topic,queries,snippets,snippets_per_query,clicked,clicked_per_query,saved,saved_rel,pat10,accuracy,sessiontime,first click,first save,start time mean,query time mean,task time mean,serp time mean,snippet time mean,doc time mean,mark time mean,review time mean,end time mean,session_transition_dict
4da723374193f001e5f9a15ff4981133,none,347,3.0,20.0,6.666666666666667,6.0,2.0,4.0,4.0,0.6166666666666667,1.0,633.1400000000001,48.34,279.43,2.11,21.820000000000004,29.27,7.54125,1.3021052631578949,82.48833333333333,1.19,4.08,4.08,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 1, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 3, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 2, 'MARK': 3, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 7, 'SNIPPET': 13, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 6, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 4, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 1, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 1, 'END': 0}}"
4da723374193f001e5f9a15ff4981133,links,363,4.0,24.0,6.0,7.0,1.75,4.0,3.0,0.73125,0.75,556.19,84.3,239.06,17.55,20.51,58.55,5.343,3.3704545454545465,45.97285714285714,1.6566666666666665,3.35,3.35,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 1, 'SNIPPET': 2, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 4, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 3, 'MARK': 3, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 9, 'SNIPPET': 15, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 7, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 4, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 1, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 1, 'END': 0}}"
4da723374193f001e5f9a15ff4981133,ads,408,1.0,14.0,14.0,4.0,4.0,4.0,3.0,0.4,0.75,243.38,33.6,76.80000000000001,2.32,27.74,27.74,1.956,2.3642857142857143,35.0425,7.532500000000001,,2.88,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 1, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 4, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 4, 'SNIPPET': 10, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 4, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 4, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 1, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}}"
4e519a5d4507262622f7aa0d926300c7,links,341,1.0,61.0,61.0,9.0,9.0,4.0,2.0,1.0,0.5,667.3099999999997,25.82,213.7,2.69,10.85,10.85,1.4675,3.148103448275862,50.565,1.4874999999999998,,29.73,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 1, 'TASK': 0, 'SERP': 0, 'SNIPPET': 3, 'DOC': 4, 'MARK': 4, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 12, 'SNIPPET': 49, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 9, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 4, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 1, 'MARK': 0, 'REVIEW': 0, 'END': 0}}"
4e519a5d4507262622f7aa0d926300c7,ads,347,1.0,64.0,64.0,10.0,10.0,5.0,3.0,1.0,0.6,935.45,24.8,53.75,1.75,13.12,13.12,4.352142857142858,4.146065573770492,54.18111111111111,12.962,,41.85,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 1, 'TASK': 0, 'SERP': 1, 'SNIPPET': 3, 'DOC': 4, 'MARK': 5, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 13, 'SNIPPET': 51, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 10, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 5, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 1, 'MARK': 0, 'REVIEW': 0, 'END': 0}}"
4e519a5d4507262622f7aa0d926300c7,recs,363,9.0,157.0,17.444444444444443,9.0,1.0,3.0,2.0,0.3958333333333333,0.6666666666666666,910.9199999999996,139.03,230.8,19.66,19.540000000000003,55.27,2.7925,2.212357142857143,26.75555555555556,21.896666666666672,,12.22,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 1, 'QUERY': 0, 'TASK': 1, 'SERP': 2, 'SNIPPET': 5, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 9, 'TASK': 0, 'SERP': 0, 'SNIPPET': 10, 'DOC': 6, 'MARK': 3, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 26, 'SNIPPET': 131, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 9, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 3, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}}"
4e519a5d4507262622f7aa0d926300c7,none,408,13.0,90.0,6.923076923076923,17.0,1.3076923076923077,6.0,1.0,0.5154761904761904,0.1666666666666666,801.5099999999996,30.7,154.85,1.47,9.887692307692308,11.03,3.0425,2.5806024096385545,18.68117647058824,14.221666666666666,,6.96,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 6, 'SNIPPET': 6, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 13, 'TASK': 0, 'SERP': 1, 'SNIPPET': 1, 'DOC': 11, 'MARK': 6, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 24, 'SNIPPET': 66, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 17, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 6, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 1, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}}"
4ea92984f029cf9968cb3f7d3f1f5ae1,ads,341,1.0,58.0,58.0,7.0,7.0,6.0,3.0,1.0,0.5,244.77000000000007,71.25000000000001,88.74000000000001,19.97,19.97,13.44,0.9007692307692308,1.4488461538461537,8.547142857142857,8.614,,3.06,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 1, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 1, 'TASK': 0, 'SERP': 0, 'SNIPPET': 6, 'DOC': 1, 'MARK': 5, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 12, 'SNIPPET': 45, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 7, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 6, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 1, 'REVIEW': 0, 'END': 0}}"
4ea92984f029cf9968cb3f7d3f1f5ae1,links,347,5.0,86.0,17.2,13.0,2.6,10.0,4.0,0.4444444444444444,0.4,792.2499999999997,178.46,199.46,160.79,61.348,51.29,5.0232,1.1855844155844155,8.062499999999998,14.548999999999998,13.46,0.01,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 1, 'QUERY': 0, 'TASK': 1, 'SERP': 1, 'SNIPPET': 2, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 1, 'SNIPPET': 0, 'DOC': 1, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 5, 'TASK': 1, 'SERP': 1, 'SNIPPET': 5, 'DOC': 2, 'MARK': 10, 'REVIEW': 1, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 22, 'SNIPPET': 64, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 13, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 10, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}}"
4ea92984f029cf9968cb3f7d3f1f5ae1,none,363,1.0,39.0,39.0,6.0,6.0,6.0,4.0,0.8,0.6666666666666666,246.64000000000007,78.73000000000002,81.77000000000002,4.26,68.28,68.28,2.273,0.8561111111111112,2.856666666666667,16.47833333333333,,0.01,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 1, 'TASK': 0, 'SERP': 1, 'SNIPPET': 2, 'DOC': 0, 'MARK': 6, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 9, 'SNIPPET': 30, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 6, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 6, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}}"
4ea92984f029cf9968cb3f7d3f1f5ae1,recs,408,3.0,38.0,12.666666666666666,5.0,1.6666666666666667,4.0,2.0,0.3428571428571428,0.5,116.14999999999996,33.19999999999999,35.14999999999999,7.13,14.113333333333332,16.03,2.3475,0.4458333333333333,1.76,6.595000000000001,,4.88,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 0, 'QUERY': 0, 'TASK': 2, 'SERP': 1, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 3, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 4, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 7, 'SNIPPET': 31, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 5, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 4, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 1, 'MARK': 0, 'REVIEW': 0, 'END': 0}}"
4f7ec17e98372820bec7051d1e39ab54,none,341,3.0,113.0,37.66666666666666,10.0,3.333333333333333,5.0,2.0,0.7000000000000001,0.4,489.69,10.18,78.47000000000001,5.11,5.293333333333334,19.705,1.55,1.304,15.678999999999998,18.540000000000003,,29.89,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 1, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 2, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 1, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 3, 'TASK': 1, 'SERP': 0, 'SNIPPET': 5, 'DOC': 5, 'MARK': 3, 'REVIEW': 0, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 1, 'SERP': 17, 'SNIPPET': 95, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 10, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 5, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 1, 'REVIEW': 0, 'END': 0}}"
4f7ec17e98372820bec7051d1e39ab54,recs,347,3.0,127.0,42.333333333333336,15.0,5.0,6.0,4.0,0.2981481481481481,0.6666666666666666,717.6399999999999,10.499999999999998,197.91000000000005,6.52,5.306666666666666,10.64,2.538571428571428,0.7660162601626016,30.21357142857142,19.408,3.01,3.06,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 1, 'QUERY': 0, 'TASK': 1, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 1, 'SNIPPET': 0, 'DOC': 1, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 3, 'TASK': 1, 'SERP': 0, 'SNIPPET': 3, 'DOC': 8, 'MARK': 5, 'REVIEW': 1, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 19, 'SNIPPET': 108, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 15, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 6, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 1, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 1, 'REVIEW': 0, 'END': 0}}"
4f7ec17e98372820bec7051d1e39ab54,ads,363,19.0,369.0,19.42105263157895,9.0,0.4736842105263157,7.0,7.0,0.5203703703703704,1.0,739.4599999999989,16.740000000000002,66.49000000000001,8.15,6.901578947368421,10.9,2.761315789473684,0.7902046783625731,14.773333333333332,6.131666666666668,11.78,18.95,"{'START': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'QUERY': {'START': 1, 'QUERY': 0, 'TASK': 1, 'SERP': 2, 'SNIPPET': 15, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'TASK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'SERP': {'START': 0, 'QUERY': 19, 'TASK': 0, 'SERP': 0, 'SNIPPET': 10, 'DOC': 2, 'MARK': 6, 'REVIEW': 1, 'END': 0}, 'SNIPPET': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 36, 'SNIPPET': 333, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'DOC': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 9, 'DOC': 0, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'MARK': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 7, 'MARK': 0, 'REVIEW': 0, 'END': 0}, 'REVIEW': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 1, 'DOC': 0, 'MARK': 1, 'REVIEW': 0, 'END': 0}, 'END': {'START': 0, 'QUERY': 0, 'TASK': 0, 'SERP': 0, 'SNIPPET': 0, 'DOC': 0, 'MARK': 0, 'REVIEW': 1, 'END': 0}}"
